28-09-2022 15:41:39 INFO     finished
27-09-2022 17:51:26 INFO     Computing cross validated metrics and confusion matrix for Random Forest on activity_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 17:51:52 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on activity_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 17:52:03 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on activity_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 17:58:35 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on activity_recognition_phone_gyr_.csv dataset
27-09-2022 17:58:36 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on activity_recognition_phone_gyr_.csv dataset
27-09-2022 17:58:38 INFO     Computing cross validated metrics and confusion matrix for Random Forest on activity_recognition_phone_gyr_.csv dataset
27-09-2022 17:58:59 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on activity_recognition_phone_gyr_.csv dataset
27-09-2022 17:59:17 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on activity_recognition_phone_gyr_.csv dataset
27-09-2022 18:08:17 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on activity_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 18:08:18 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on activity_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 18:08:22 INFO     Computing cross validated metrics and confusion matrix for Random Forest on activity_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 18:08:51 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on activity_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 18:09:05 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on activity_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 18:18:52 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on activity_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:18:53 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on activity_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:18:59 INFO     Computing cross validated metrics and confusion matrix for Random Forest on activity_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:19:30 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on activity_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:19:41 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on activity_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:29:39 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on activity_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 18:29:39 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on activity_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 18:29:43 INFO     Computing cross validated metrics and confusion matrix for Random Forest on activity_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 18:30:10 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on activity_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 18:30:26 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on activity_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 18:44:44 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on activity_recognition_watch_acc_.csv dataset
27-09-2022 18:44:45 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on activity_recognition_watch_acc_.csv dataset
27-09-2022 18:44:48 INFO     Computing cross validated metrics and confusion matrix for Random Forest on activity_recognition_watch_acc_.csv dataset
27-09-2022 18:45:15 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on activity_recognition_watch_acc_.csv dataset
27-09-2022 18:45:31 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on activity_recognition_watch_acc_.csv dataset
27-09-2022 18:55:54 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on activity_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:55:55 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on activity_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:56:01 INFO     Computing cross validated metrics and confusion matrix for Random Forest on activity_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:56:40 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on activity_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 18:56:57 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on activity_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 19:10:14 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on activity_recognition_watch_gyr_.csv dataset
27-09-2022 19:10:15 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on activity_recognition_watch_gyr_.csv dataset
27-09-2022 19:10:18 INFO     Computing cross validated metrics and confusion matrix for Random Forest on activity_recognition_watch_gyr_.csv dataset
27-09-2022 19:10:47 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on activity_recognition_watch_gyr_.csv dataset
27-09-2022 19:11:04 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on activity_recognition_watch_gyr_.csv dataset
27-09-2022 19:20:17 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_acc_.csv dataset
27-09-2022 19:20:18 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_acc_.csv dataset
27-09-2022 19:20:20 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_acc_.csv dataset
27-09-2022 19:20:36 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_acc_.csv dataset
27-09-2022 19:21:04 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_acc_.csv dataset
27-09-2022 19:25:25 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 19:25:25 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 19:25:28 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 19:25:51 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 19:26:22 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 19:32:50 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 19:32:51 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 19:32:56 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 19:33:24 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 19:33:58 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 19:39:02 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 19:39:02 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 19:39:07 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 19:39:34 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 19:40:10 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 19:47:47 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 19:47:47 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 19:47:51 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 19:48:12 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 19:48:40 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 19:53:41 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 19:53:42 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 19:53:47 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 19:54:14 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 19:54:48 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:00:11 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 20:00:12 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 20:00:15 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 20:00:36 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 20:01:06 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 20:07:13 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_gyr_.csv dataset
27-09-2022 20:07:13 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_gyr_.csv dataset
27-09-2022 20:07:15 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_gyr_.csv dataset
27-09-2022 20:07:33 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_gyr_.csv dataset
27-09-2022 20:08:01 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_gyr_.csv dataset
27-09-2022 20:12:50 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 20:12:50 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 20:12:54 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 20:13:17 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 20:13:48 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 20:20:31 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:20:32 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:20:37 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:21:04 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:21:41 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:29:02 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 20:29:03 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 20:29:06 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 20:29:28 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 20:29:59 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 20:38:42 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_watch_acc_.csv dataset
27-09-2022 20:38:42 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_watch_acc_.csv dataset
27-09-2022 20:38:44 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_watch_acc_.csv dataset
27-09-2022 20:39:01 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_watch_acc_.csv dataset
27-09-2022 20:39:27 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_watch_acc_.csv dataset
27-09-2022 20:44:35 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:44:35 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:44:38 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:45:00 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:45:31 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_watch_acc_watch_gyr_.csv dataset
27-09-2022 20:52:26 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on gender_recognition_watch_gyr_.csv dataset
27-09-2022 20:52:26 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on gender_recognition_watch_gyr_.csv dataset
27-09-2022 20:52:28 INFO     Computing cross validated metrics and confusion matrix for Random Forest on gender_recognition_watch_gyr_.csv dataset
27-09-2022 20:52:44 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on gender_recognition_watch_gyr_.csv dataset
27-09-2022 20:53:12 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on gender_recognition_watch_gyr_.csv dataset
27-09-2022 20:58:43 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_acc_.csv dataset
27-09-2022 20:58:43 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_acc_.csv dataset
27-09-2022 20:58:46 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_acc_.csv dataset
27-09-2022 20:59:14 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_acc_.csv dataset
27-09-2022 20:59:41 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_acc_.csv dataset
27-09-2022 21:07:58 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 21:07:59 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 21:08:04 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 21:08:43 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 21:09:10 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_acc_phone_gyr_.csv dataset
27-09-2022 21:19:04 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 21:19:04 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 21:19:11 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 21:19:59 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 21:20:26 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_acc_phone_gyr_watch_acc_.csv dataset
27-09-2022 21:28:36 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 21:28:37 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 21:28:45 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 21:29:35 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 21:30:03 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_acc_phone_gyr_watch_gyr_.csv dataset
27-09-2022 21:41:48 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 21:41:48 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 21:41:53 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 21:42:30 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 21:42:56 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_acc_watch_acc_.csv dataset
27-09-2022 21:51:53 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 21:51:53 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 21:52:00 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 21:52:49 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 21:53:16 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_acc_watch_acc_watch_gyr_.csv dataset
27-09-2022 22:02:13 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 22:02:13 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 22:02:18 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 22:02:57 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 22:03:25 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_acc_watch_gyr_.csv dataset
27-09-2022 22:13:21 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_gyr_.csv dataset
27-09-2022 22:13:22 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_gyr_.csv dataset
27-09-2022 22:13:25 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_gyr_.csv dataset
27-09-2022 22:13:58 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_gyr_.csv dataset
27-09-2022 22:14:34 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_gyr_.csv dataset
27-09-2022 22:25:19 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 22:25:20 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 22:25:25 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 22:26:04 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 22:26:35 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_gyr_watch_acc_.csv dataset
27-09-2022 22:38:20 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 22:38:21 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 22:38:28 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 22:39:18 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 22:39:50 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_gyr_watch_acc_watch_gyr_.csv dataset
27-09-2022 22:53:19 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 22:53:19 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 22:53:25 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 22:54:09 INFO     Computing cross validated metrics and confusion matrix for Support Vector Machine on participant_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 22:54:43 INFO     Computing cross validated metrics and confusion matrix for Multi-layer Perceptron on participant_recognition_phone_gyr_watch_gyr_.csv dataset
27-09-2022 23:08:02 INFO     Computing cross validated metrics and confusion matrix for Naive Bayes on participant_recognition_watch_acc_.csv dataset
27-09-2022 23:08:02 INFO     Computing cross validated metrics and confusion matrix for Decision Tree on participant_recognition_watch_acc_.csv dataset
27-09-2022 23:08:05 INFO     Computing cross validated metrics and confusion matrix for Random Forest on participant_recognition_watch_acc_.csv dataset
